dept_id,dept_name,dept_category,division,dept_type,dept_age_years,location_type,team_size,reporting_structure,manager_experience_level,supervisor_experience_level,primary_function,secondary_function,creation_reason,oversight_body,reporting_lag_days,training_hours_quarterly,violations_past_3years,remediation_plan_active,executive_support,external_consulting,engagement_programs,onboarding_program,improvement_commitment,digital_systems,external_partnerships,interdept_collaboration_score,resource_availability_score,external_interactions_frequency,risk_exposure_operational,risk_exposure_financial,operational_health_index,reporting_gaps_annual,audit_score_q1,audit_score_q2,compliance_score_final,overall_risk_score
DEPT-1588,Quality Assurance - Advanced Region,Financial_Reporting,Regional_Operations,Operations,2.0,International,Medium,Autonomous,4.0,3.0,Administrative,,Innovation,Compliance_Officer,3.0,26.0,5.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,4.0,3.0,4.0,,3.0,0.0,90.3,89.8,94.0,85.0
DEPT-3860,Business Integrity - Digital Region,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-8443,Quality Assurance - Elite Region,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-9035,Digital Ethics and Compliance,Financial_Reporting,Corporate_HQ,Operations,6.0,Urban,Large,Centralized,4.0,3.0,Compliance,Other,Restructuring,Internal_Audit,1.0,40.0,0.0,0.0,1.0,1.0,1.0,,1.0,1.0,,3.0,4.0,3.0,2.0,3.0,3.0,4.0,55.0,50.0,55.0,27.0
DEPT-6636,Emerging Department,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-8614,Metro Department,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-6341,Global Ethics and Compliance,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-4531,Regional Business Integrity,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-2032,Audit Services - Metro Region,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-5544,Advanced Process Excellence,Financial_Reporting,Regional_Operations,Technology,,Remote,Small,Hybrid,2.0,4.0,Administrative,Compliance,Regulation,Compliance_Officer,1.0,50.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,4.0,,2.0,3.0,2.0,27.0,94.5,87.9,74.4,
DEPT-7822,Process Excellence - Central Region,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-8964,Compliance - Elite Region,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-8325,Ethics and Compliance - Premier Region,Financial_Reporting,Corporate_HQ,Support,6.0,Urban,Large,Centralized,3.0,1.0,Operations,Other,Regulation,Internal_Audit,1.0,80.0,0.0,1.0,1.0,,,1.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,2.0,,0.0,50.0,45.0,50.0,15.0
DEPT-3248,Quality Assurance - West Region,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-2037,West Group,Financial_Reporting,Corporate_HQ,Operations,5.0,Remote,Large,Centralized,2.0,3.0,Administrative,Operations,Regulation,Internal_Audit,1.0,40.0,,1.0,0.0,1.0,1.0,,1.0,0.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,0.0,35.0,40.0,40.0,10.0
DEPT-8087,Governance - Beta Region,Risk_Management,Corporate_HQ,Legal,,Urban,Large,Autonomous,,1.0,Compliance,Finance,Restructuring,Internal_Audit,2.0,,5.0,1.0,1.0,1.0,0.0,0.0,0.0,,1.0,2.0,,2.0,1.0,3.0,3.0,2.0,70.0,75.8,,
DEPT-4401,West Branch,Financial_Reporting,Corporate_HQ,Operations,,Urban,Small,Autonomous,2.0,1.0,,Other,Regulation,Internal_Audit,4.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,5.0,5.0,2.0,5.0,5.0,0.0,60.0,55.0,55.0,35.0
DEPT-6831,Audit Services - Core Region,Financial_Reporting,Corporate_HQ,Operations,8.0,Urban,Large,Centralized,4.0,2.0,Finance,Other,Expansion,External_Auditor,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,5.0,4.0,5.0,1.0,3.0,5.0,4.0,50.0,60.0,70.0,22.0
DEPT-8161,Internal Controls - West Region,Financial_Reporting,Corporate_HQ,Operations,7.0,Urban,Large,Centralized,,3.0,Other,Other,Regulation,Internal_Audit,1.0,40.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,5.0,2.0,3.0,1.0,,2.0,4.0,55.0,55.0,65.0,12.0
DEPT-6809,Financial Controls - Metro Region,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-9451,Process Excellence - Emerging Region,Financial_Reporting,Corporate_HQ,Support,,,Large,Autonomous,4.0,3.0,Operations,Operations,Regulation,Internal_Audit,1.0,40.0,0.0,0.0,,0.0,0.0,1.0,,1.0,1.0,5.0,2.0,2.0,1.0,2.0,,14.0,75.0,70.0,85.0,
DEPT-8305,Internal Controls - Global Region,Financial_Reporting,Corporate_HQ,Operations,8.0,Urban,Small,Centralized,,2.0,,Other,Regulation,Internal_Audit,1.0,80.0,,0.0,1.0,1.0,,1.0,1.0,1.0,0.0,4.0,,5.0,2.0,,,0.0,55.0,55.0,60.0,30.0
DEPT-1228,Financial Controls - Innovation Region,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-1573,Legacy Ethics and Compliance,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-3553,Tactical Group,Financial_Reporting,Corporate_HQ,Operations,6.0,Urban,Small,Centralized,2.0,2.0,Operations,,Expansion,External_Auditor,,20.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,0.0,,3.0,3.0,2.0,2.0,2.0,4.0,60.0,55.0,55.0,22.0
DEPT-9857,Digital Ethics and Compliance,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-4831,Governance - Strategic Region,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-8159,Quality Assurance - West Region,Financial_Reporting,Corporate_HQ,Support,6.0,Urban,Large,Autonomous,2.0,2.0,Other,Other,Expansion,Internal_Audit,1.0,40.0,0.0,1.0,1.0,0.0,0.0,,1.0,1.0,0.0,3.0,3.0,4.0,1.0,1.0,4.0,0.0,65.0,65.0,65.0,
DEPT-5518,Regional Solutions,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-2040,Compliance - North Region,Operational_Compliance,Corporate_HQ,Operations,8.0,Urban,,Hybrid,1.0,1.0,Operations,Technology,Innovation,Internal_Audit,2.0,48.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,1.0,1.0,5.0,4.0,1.0,5.0,6.0,77.1,83.1,84.3,48.0
DEPT-2047,Elite Group,Financial_Reporting,Corporate_HQ,Support,5.0,,Large,Centralized,3.0,2.0,Operations,Other,Restructuring,Internal_Audit,2.0,40.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,3.0,5.0,1.0,1.0,2.0,16.0,55.0,50.0,50.0,18.0
DEPT-8798,Metro Office,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-1362,Premier Office,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-3677,Premier Business Integrity,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-8168,Global Process Excellence,Financial_Reporting,Corporate_HQ,Support,6.0,,Large,Centralized,,3.0,Other,Operations,Restructuring,,,40.0,,1.0,1.0,0.0,1.0,,1.0,,0.0,4.0,3.0,3.0,2.0,4.0,5.0,4.0,55.0,55.0,55.0,32.0
DEPT-3664,Governance - Central Region,Financial_Reporting,Corporate_HQ,,6.0,Urban,,Centralized,4.0,4.0,Compliance,Compliance,Regulation,External_Auditor,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,5.0,4.0,4.0,1.0,2.0,5.0,6.0,80.0,70.0,70.0,
DEPT-4841,Financial Controls - Alpha Region,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-2477,Central Services,Risk_Management,Corporate_HQ,Finance,6.0,Suburban,,Autonomous,3.0,4.0,Administrative,Other,Regulation,Compliance_Officer,2.0,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,,2.0,4.0,4.0,3.0,78.2,87.8,89.7,41.5
DEPT-3819,Regional Team,Financial_Reporting,Corporate_HQ,,5.0,Urban,Large,Centralized,,4.0,Other,Other,Expansion,,1.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,4.0,3.0,1.0,2.0,4.0,,,65.0,70.0,16.0
DEPT-7567,Tactical Division,Financial_Reporting,Corporate_HQ,Support,5.0,Urban,Large,Centralized,4.0,4.0,Operations,Operations,Regulation,Internal_Audit,1.0,20.0,0.0,,1.0,0.0,0.0,1.0,,1.0,0.0,3.0,3.0,4.0,2.0,3.0,5.0,0.0,65.0,60.0,60.0,25.0
DEPT-2187,Regional Business Integrity,Financial_Reporting,Corporate_HQ,Operations,6.0,Urban,Large,Centralized,4.0,,Operations,Operations,,Internal_Audit,,60.0,0.0,0.0,,,1.0,1.0,1.0,1.0,0.0,5.0,3.0,3.0,1.0,,5.0,0.0,75.0,65.0,65.0,20.0
DEPT-1253,Internal Controls - Central Region,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-3887,Metro Quality Assurance,Financial_Reporting,Corporate_HQ,Operations,,International,,Hybrid,2.0,2.0,Finance,Compliance,Regulation,External_Auditor,4.0,96.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,4.0,2.0,5.0,3.0,2.0,5.0,,89.2,85.7,85.0,79.0
DEPT-9840,Digital Center,Financial_Reporting,Corporate_HQ,Operations,6.0,Remote,Large,Centralized,3.0,3.0,Operations,Operations,Expansion,Internal_Audit,1.0,20.0,0.0,0.0,1.0,0.0,,1.0,1.0,1.0,0.0,4.0,3.0,2.0,3.0,4.0,5.0,0.0,55.0,50.0,50.0,35.0
DEPT-8484,Strategic Office,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-2193,Ethics and Compliance - Central Region,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-7775,Strategic Quality Assurance,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-6245,Business Integrity - East Region,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-3526,Quality Assurance - Legacy Region,Financial_Reporting,Corporate_HQ,,5.0,Urban,Small,Autonomous,3.0,2.0,Operations,Other,Restructuring,Internal_Audit,1.0,40.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,2.0,,1.0,1.0,1.0,0.0,75.0,80.0,85.0,10.0
DEPT-2624,Premier Hub,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-8625,Compliance - South Region,Financial_Reporting,Corporate_HQ,Operations,,Urban,Small,Centralized,4.0,3.0,Compliance,Operations,Restructuring,Internal_Audit,1.0,60.0,0.0,0.0,1.0,0.0,1.0,1.0,,,0.0,,,3.0,1.0,1.0,4.0,0.0,70.0,70.0,70.0,10.0
DEPT-9170,South Team,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-7664,Quality Assurance - West Region,Financial_Reporting,Corporate_HQ,,5.0,Urban,Large,Centralized,4.0,4.0,Operations,,Regulation,Internal_Audit,1.0,60.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,4.0,3.0,3.0,1.0,1.0,5.0,4.0,65.0,70.0,75.0,12.0
DEPT-4342,Central Operations,Financial_Reporting,Corporate_HQ,Support,8.0,Urban,Small,Autonomous,2.0,,Operations,Other,Regulation,Internal_Audit,2.0,40.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,1.0,3.0,18.0,50.0,50.0,50.0,29.0
DEPT-8693,Business Integrity - Emerging Region,Financial_Reporting,Corporate_HQ,Support,7.0,Urban,Large,Centralized,3.0,3.0,Other,Other,Restructuring,Internal_Audit,1.0,60.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,3.0,2.0,,1.0,1.0,4.0,2.0,75.0,60.0,65.0,11.0
DEPT-5039,Regulatory Affairs - Premier Region,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-8150,Strategic Department,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-7142,Elite Business Integrity,Financial_Reporting,Corporate_HQ,Operations,8.0,Urban,Small,Centralized,4.0,4.0,Other,Other,Expansion,,1.0,20.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,0.0,4.0,2.0,5.0,3.0,4.0,5.0,2.0,,45.0,55.0,36.0
DEPT-8200,Elite Hub,Financial_Reporting,Corporate_HQ,Support,6.0,Urban,Large,Centralized,4.0,2.0,Operations,Other,Regulation,,1.0,40.0,0.0,0.0,1.0,1.0,,,1.0,1.0,0.0,4.0,,3.0,1.0,1.0,5.0,2.0,80.0,75.0,80.0,11.0
DEPT-5851,West Services,Financial_Reporting,Corporate_HQ,Support,6.0,Remote,Large,Centralized,3.0,,Operations,Other,Expansion,External_Auditor,1.0,60.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,4.0,1.0,2.0,1.0,1.0,2.0,4.0,55.0,55.0,55.0,
DEPT-4485,Premier Process Excellence,Financial_Reporting,Regional_Operations,Legal,11.0,International,Medium,,0.0,,Operations,Legal,Merger,External_Auditor,1.0,38.0,5.0,1.0,1.0,0.0,0.0,1.0,,0.0,1.0,1.0,1.0,1.0,5.0,4.0,4.0,16.0,,81.5,82.6,
DEPT-1863,Elite Branch,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-2995,Quality Assurance - Beta Region,Risk_Management,Regional_Operations,Technology,,International,Large,Hybrid,4.0,2.0,Finance,Other,Expansion,Internal_Audit,1.0,64.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,5.0,4.0,4.0,4.0,2.0,16.0,,84.6,,58.0
DEPT-3501,Core Group,Financial_Reporting,Corporate_HQ,Support,7.0,Remote,Small,Autonomous,,4.0,Other,Other,Regulation,Compliance_Officer,4.0,20.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,5.0,4.0,1.0,1.0,5.0,14.0,45.0,45.0,40.0,27.0
DEPT-2393,Central Unit,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-9863,Advanced Branch,Financial_Reporting,Corporate_HQ,Compliance,7.0,Remote,Large,,2.0,,Other,Operations,Merger,Internal_Audit,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,,1.0,1.0,4.0,0.0,45.0,50.0,50.0,10.0
DEPT-1874,Emerging Branch,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-4113,Alpha Unit,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-3246,Legacy Services,Financial_Reporting,Corporate_HQ,Support,5.0,Urban,Large,,3.0,3.0,Operations,Operations,Restructuring,Internal_Audit,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,2.0,2.0,3.0,1.0,24.0,45.0,40.0,45.0,37.0
DEPT-5568,Elite Compliance,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-9040,Elite Process Excellence,Operational_Compliance,Regional_Operations,Finance,2.0,,Medium,Autonomous,2.0,1.0,Legal,Administrative,Merger,Compliance_Officer,3.0,42.0,5.0,0.0,1.0,1.0,,,0.0,1.0,0.0,,5.0,1.0,,4.0,1.0,7.0,51.6,51.0,50.8,98.5
DEPT-9428,Audit Services - West Region,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-5074,Risk Management - Digital Region,Financial_Reporting,Corporate_HQ,Technology,9.0,Remote,Medium,Centralized,1.0,4.0,Administrative,,Merger,Compliance_Officer,5.0,93.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,5.0,3.0,1.0,4.0,2.0,3.0,11.0,80.3,84.8,85.7,35.5
DEPT-2106,Advanced Compliance,Financial_Reporting,Corporate_HQ,Support,7.0,,Small,Autonomous,4.0,2.0,,Other,Regulation,Internal_Audit,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,3.0,2.0,1.0,1.0,4.0,,75.0,70.0,70.0,12.0
DEPT-4440,West Hub,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-5148,Elite Compliance,Financial_Reporting,Corporate_HQ,Support,7.0,Remote,Large,,3.0,4.0,Administrative,Operations,Regulation,External_Auditor,1.0,,0.0,0.0,1.0,0.0,1.0,,1.0,1.0,0.0,4.0,3.0,,2.0,5.0,5.0,2.0,75.0,75.0,85.0,36.0
DEPT-3798,Audit Services - South Region,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-8793,Regulatory Affairs - Core Region,Financial_Reporting,Corporate_HQ,Support,5.0,Remote,Large,Centralized,3.0,4.0,Operations,Finance,Regulation,Internal_Audit,1.0,60.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,2.0,1.0,1.0,5.0,2.0,55.0,60.0,60.0,
DEPT-5341,Elite Department,Financial_Reporting,Corporate_HQ,Support,9.0,Urban,Large,Centralized,,1.0,Administrative,Other,Regulation,Compliance_Officer,1.0,40.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,1.0,,5.0,0.0,45.0,50.0,55.0,30.0
DEPT-2461,East Internal Controls,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-3915,Alpha Office,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-6895,Legacy Financial Controls,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-1147,Core Audit Services,Financial_Reporting,Corporate_HQ,Technology,7.0,Urban,,Centralized,3.0,1.0,Operations,Other,Merger,Internal_Audit,,40.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,4.0,3.0,4.0,5.0,0.0,55.0,55.0,70.0,35.0
DEPT-5828,Metro Compliance,Financial_Reporting,Corporate_HQ,Support,6.0,Urban,Large,Centralized,3.0,,Other,Other,Expansion,Internal_Audit,1.0,40.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,,8.0,70.0,75.0,80.0,19.0
DEPT-6416,Elite Branch,Financial_Reporting,Corporate_HQ,,10.0,Urban,Large,Autonomous,,2.0,Operations,Other,Regulation,Compliance_Officer,1.0,20.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,5.0,3.0,1.0,1.0,5.0,0.0,70.0,75.0,75.0,30.0
DEPT-6821,Compliance - North Region,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-3590,Tactical Audit Services,Financial_Reporting,Corporate_HQ,Operations,6.0,Urban,Small,Centralized,1.0,1.0,Operations,,Regulation,Internal_Audit,1.0,40.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,4.0,4.0,1.0,3.0,5.0,0.0,50.0,50.0,50.0,40.0
DEPT-3962,Alpha Hub,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-9653,Prime Regulatory Affairs,Operational_Compliance,Corporate_HQ,Finance,14.0,Suburban,Small,,0.0,3.0,Legal,Legal,Merger,Compliance_Officer,4.0,63.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,2.0,4.0,4.0,8.0,71.8,76.1,,64.0
DEPT-8429,East Group,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-8091,Innovation Solutions,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-9549,Regional Process Excellence,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-8379,Emerging Financial Controls,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-9654,Advanced Compliance,Financial_Reporting,Corporate_HQ,Support,,Urban,Large,Centralized,4.0,4.0,,Compliance,Regulation,Internal_Audit,2.0,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,,2.0,1.0,1.0,5.0,6.0,65.0,,70.0,13.0
DEPT-3845,Global Compliance,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-5353,Regulatory Affairs - East Region,Financial_Reporting,Corporate_HQ,Support,7.0,Urban,Large,Centralized,4.0,2.0,Other,,,Internal_Audit,2.0,60.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,3.0,,1.0,1.0,3.0,0.0,80.0,80.0,80.0,10.0
DEPT-4100,Tactical Unit,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-8925,Beta Internal Controls,Financial_Reporting,Corporate_HQ,Operations,7.0,Urban,Small,Autonomous,4.0,1.0,Operations,Other,Restructuring,Internal_Audit,2.0,20.0,,,0.0,0.0,1.0,,1.0,1.0,1.0,4.0,5.0,4.0,2.0,,,22.0,55.0,55.0,50.0,41.0
DEPT-4933,Risk Management - Advanced Region,Financial_Reporting,Corporate_HQ,Operations,7.0,Urban,Small,Centralized,4.0,4.0,,,Expansion,Internal_Audit,,,,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,4.0,4.0,1.0,3.0,5.0,0.0,55.0,,,20.0
DEPT-2307,Elite Ethics and Compliance,Financial_Reporting,Corporate_HQ,Technology,6.0,Urban,Large,Centralized,4.0,4.0,,Other,Regulation,Internal_Audit,,20.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,4.0,4.0,1.0,4.0,5.0,4.0,60.0,65.0,65.0,27.0
DEPT-6310,Process Excellence - Metro Region,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-7787,Process Excellence - East Region,Financial_Reporting,Corporate_HQ,Support,8.0,Urban,Large,Autonomous,3.0,2.0,Other,Operations,Regulation,Compliance_Officer,,60.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,4.0,3.0,3.0,5.0,1.0,5.0,10.0,60.0,55.0,55.0,35.0
DEPT-9396,Compliance - Beta Region,Financial_Reporting,Corporate_HQ,Compliance,11.0,Suburban,Medium,Centralized,4.0,1.0,,Operations,Merger,,2.0,78.0,0.0,,1.0,1.0,,0.0,1.0,1.0,,4.0,4.0,2.0,4.0,2.0,2.0,29.0,79.6,86.7,88.2,
DEPT-4703,Beta Office,Financial_Reporting,Corporate_HQ,Support,7.0,Urban,Small,Centralized,3.0,3.0,Other,Other,Expansion,Internal_Audit,1.0,40.0,0.0,0.0,1.0,0.0,,1.0,1.0,1.0,1.0,5.0,3.0,3.0,2.0,3.0,1.0,32.0,,,70.0,41.0
DEPT-3061,Tactical Quality Assurance,Financial_Reporting,Corporate_HQ,Operations,12.0,Urban,Large,Centralized,3.0,1.0,Operations,Operations,Merger,Internal_Audit,1.0,20.0,3.0,0.0,0.0,0.0,,,0.0,1.0,1.0,5.0,4.0,5.0,5.0,5.0,1.0,12.0,35.0,40.0,25.0,86.0
DEPT-6622,Financial Controls - Global Region,Financial_Reporting,Corporate_HQ,Support,8.0,Urban,Small,Centralized,1.0,,Other,Administrative,Restructuring,Internal_Audit,1.0,60.0,0.0,,1.0,0.0,0.0,0.0,1.0,0.0,,4.0,4.0,3.0,2.0,3.0,,4.0,55.0,60.0,70.0,27.0
DEPT-6874,Internal Controls - South Region,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-6157,South Financial Controls,Financial_Reporting,Corporate_HQ,Support,6.0,Urban,Small,Centralized,2.0,4.0,Other,Finance,Regulation,External_Auditor,2.0,40.0,,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,2.0,2.0,1.0,2.0,5.0,2.0,70.0,60.0,65.0,16.0
DEPT-6669,Central Group,Financial_Reporting,Corporate_HQ,Support,6.0,Urban,Large,Centralized,4.0,4.0,Finance,Finance,Expansion,Internal_Audit,1.0,40.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,4.0,,1.0,1.0,,0.0,80.0,80.0,85.0,10.0
DEPT-8515,Regulatory Affairs - Elite Region,Financial_Reporting,Corporate_HQ,Support,7.0,Urban,Large,Autonomous,3.0,3.0,Finance,Other,Expansion,Internal_Audit,1.0,40.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,,3.0,1.0,3.0,3.0,10.0,60.0,65.0,70.0,25.0
DEPT-7577,Legacy Internal Controls,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-2146,Financial Controls - Metro Region,Financial_Reporting,Corporate_HQ,Operations,7.0,Urban,Large,Centralized,4.0,4.0,Compliance,Compliance,Expansion,Internal_Audit,1.0,40.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,,1.0,3.0,2.0,0.0,65.0,65.0,65.0,20.0
DEPT-5298,Ethics and Compliance - Prime Region,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-5403,Legacy Hub,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-2996,Strategic Internal Controls,Financial_Reporting,Corporate_HQ,Operations,6.0,Urban,Large,Centralized,2.0,3.0,Other,Other,Regulation,,2.0,60.0,0.0,,1.0,0.0,0.0,0.0,1.0,,,3.0,2.0,3.0,2.0,,1.0,4.0,65.0,60.0,65.0,22.0
DEPT-9694,Governance - North Region,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-1918,Governance - Core Region,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-5651,Risk Management - Strategic Region,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPT-8819,North Process Excellence,Financial_Reporting,Corporate_HQ,Support,7.0,Urban,Large,Centralized,3.0,4.0,Administrative,Operations,Restructuring,,1.0,60.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,,4.0,5.0,14.0,40.0,45.0,40.0,52.0
DEPT-5540,Audit Services - Global Region,Operational_Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
